source_id	source_identifier	attempted_identifier_type	failure_type	severity	resolved_hgnc_symbol	action_required	notes
id_map_master	FZD3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	FZD3	Review before final candidate card if this gene enters top rankings.	
id_map_master	GABPB2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GABPB2	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE12I	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|multiple_uniprot_accessions_registered	warning	GAGE12I	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE2B	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE2B	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE2C	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE2C	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE2D	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE2D	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE4	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE4	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE5	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE5	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE6	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE6	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE7	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE7	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAGE8	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GAGE8	Review before final candidate card if this gene enters top rankings.	
id_map_master	GAL	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GAL	Review before final candidate card if this gene enters top rankings.	
id_map_master	GALNT15	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GALNT15	Review before final candidate card if this gene enters top rankings.	
id_map_master	GALNT17	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GALNT17	Review before final candidate card if this gene enters top rankings.	
id_map_master	GBP3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GBP3	Review before final candidate card if this gene enters top rankings.	
id_map_master	GC	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GC	Review before final candidate card if this gene enters top rankings.	
id_map_master	GCK	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GCK	Review before final candidate card if this gene enters top rankings.	
id_map_master	GDA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GDA	Review before final candidate card if this gene enters top rankings.	
id_map_master	GJA10	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GJA10	Review before final candidate card if this gene enters top rankings.	
id_map_master	GJA9	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GJA9	Review before final candidate card if this gene enters top rankings.	
id_map_master	GJC1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GJC1	Review before final candidate card if this gene enters top rankings.	
id_map_master	GJE1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GJE1	Review before final candidate card if this gene enters top rankings.	
id_map_master	GK2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GK2	Review before final candidate card if this gene enters top rankings.	
id_map_master	GLA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GLA	Review before final candidate card if this gene enters top rankings.	
id_map_master	GNAS	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GNAS	Review before final candidate card if this gene enters top rankings.	
id_map_master	GNG8	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GNG8	Review before final candidate card if this gene enters top rankings.	
id_map_master	GOLGA6L19	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	GOLGA6L19	Review before final candidate card if this gene enters top rankings.	
id_map_master	GPX6	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GPX6	Review before final candidate card if this gene enters top rankings.	
id_map_master	GRIK2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GRIK2	Review before final candidate card if this gene enters top rankings.	
id_map_master	GRIP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GRIP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	GRP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GRP	Review before final candidate card if this gene enters top rankings.	
id_map_master	GSTT2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	GSTT2	Review before final candidate card if this gene enters top rankings.	
id_map_master	HADH	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HADH	Review before final candidate card if this gene enters top rankings.	
id_map_master	HAP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HAP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	HARS2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HARS2	Review before final candidate card if this gene enters top rankings.	
id_map_master	HBP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HBP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	HDAC7	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HDAC7	Review before final candidate card if this gene enters top rankings.	
id_map_master	HDC	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HDC	Review before final candidate card if this gene enters top rankings.	
id_map_master	HMSD	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HMSD	Review before final candidate card if this gene enters top rankings.	
id_map_master	HMX3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HMX3	Review before final candidate card if this gene enters top rankings.	
id_map_master	HS3ST5	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HS3ST5	Review before final candidate card if this gene enters top rankings.	
id_map_master	HTT	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HTT	Review before final candidate card if this gene enters top rankings.	
id_map_master	HYAL3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	HYAL3	Review before final candidate card if this gene enters top rankings.	
id_map_master	IGH	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	IGH	Review before final candidate card if this gene enters top rankings.	
id_map_master	IGK	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	IGK	Review before final candidate card if this gene enters top rankings.	
id_map_master	IGL	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	IGL	Review before final candidate card if this gene enters top rankings.	
id_map_master	IL20	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	IL20	Review before final candidate card if this gene enters top rankings.	
id_map_master	IMP3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	IMP3	Review before final candidate card if this gene enters top rankings.	
id_map_master	IMP4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	IMP4	Review before final candidate card if this gene enters top rankings.	
id_map_master	INPP5E	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	INPP5E	Review before final candidate card if this gene enters top rankings.	
id_map_master	KCNG3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KCNG3	Review before final candidate card if this gene enters top rankings.	
id_map_master	KCNJ14	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KCNJ14	Review before final candidate card if this gene enters top rankings.	
id_map_master	KCNK2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KCNK2	Review before final candidate card if this gene enters top rankings.	
id_map_master	KCNMB2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KCNMB2	Review before final candidate card if this gene enters top rankings.	
id_map_master	KIR2DL2	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	KIR2DL2	Review before final candidate card if this gene enters top rankings.	
id_map_master	KIR2DL5B	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	KIR2DL5B	Review before final candidate card if this gene enters top rankings.	
id_map_master	KIR2DS2	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	KIR2DS2	Review before final candidate card if this gene enters top rankings.	
id_map_master	KIR2DS3	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	KIR2DS3	Review before final candidate card if this gene enters top rankings.	
id_map_master	KIR2DS5	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	KIR2DS5	Review before final candidate card if this gene enters top rankings.	
id_map_master	KLC2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KLC2	Review before final candidate card if this gene enters top rankings.	
id_map_master	KLF14	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KLF14	Review before final candidate card if this gene enters top rankings.	
id_map_master	KLK3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KLK3	Review before final candidate card if this gene enters top rankings.	
id_map_master	KRTAP5-11	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KRTAP5-11	Review before final candidate card if this gene enters top rankings.	
id_map_master	KRTAP5-8	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KRTAP5-8	Review before final candidate card if this gene enters top rankings.	
id_map_master	KRTAP5-9	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KRTAP5-9	Review before final candidate card if this gene enters top rankings.	
id_map_master	KSR2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	KSR2	Review before final candidate card if this gene enters top rankings.	
id_map_master	LAMB2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LAMB2	Review before final candidate card if this gene enters top rankings.	
id_map_master	LAT2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LAT2	Review before final candidate card if this gene enters top rankings.	
id_map_master	LBH	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LBH	Review before final candidate card if this gene enters top rankings.	
id_map_master	LEPR	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LEPR	Review before final candidate card if this gene enters top rankings.	
id_map_master	LHFPL4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LHFPL4	Review before final candidate card if this gene enters top rankings.	
id_map_master	LIG1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LIG1	Review before final candidate card if this gene enters top rankings.	
id_map_master	LIG3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LIG3	Review before final candidate card if this gene enters top rankings.	
id_map_master	LPCAT4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LPCAT4	Review before final candidate card if this gene enters top rankings.	
id_map_master	LRP10	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LRP10	Review before final candidate card if this gene enters top rankings.	
id_map_master	LRRN1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LRRN1	Review before final candidate card if this gene enters top rankings.	
id_map_master	LRRN2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LRRN2	Review before final candidate card if this gene enters top rankings.	
id_map_master	LRRN4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LRRN4	Review before final candidate card if this gene enters top rankings.	
id_map_master	LST1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LST1	Review before final candidate card if this gene enters top rankings.	
id_map_master	LTBP3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LTBP3	Review before final candidate card if this gene enters top rankings.	
id_map_master	LY6G6D	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	LY6G6D	Review before final candidate card if this gene enters top rankings.	
id_map_master	MACF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MACF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MAFA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MAFA	Review before final candidate card if this gene enters top rankings.	
id_map_master	MAGEE1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MAGEE1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MAGI1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MAGI1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MAK	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MAK	Review before final candidate card if this gene enters top rankings.	
id_map_master	MAL	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MAL	Review before final candidate card if this gene enters top rankings.	
id_map_master	MAST1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MAST1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MBP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MBP	Review before final candidate card if this gene enters top rankings.	
id_map_master	MCM2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MCM2	Review before final candidate card if this gene enters top rankings.	
id_map_master	MDP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MDP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MED1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MED1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MED25	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MED25	Review before final candidate card if this gene enters top rankings.	
id_map_master	MET	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MET	Review before final candidate card if this gene enters top rankings.	
id_map_master	MGA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MGA	Review before final candidate card if this gene enters top rankings.	
id_map_master	MID1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MID1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MIEF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MIEF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MIF	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MIF	Review before final candidate card if this gene enters top rankings.	
id_map_master	MIP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MIP	Review before final candidate card if this gene enters top rankings.	
id_map_master	MLC1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MLC1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MLN	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MLN	Review before final candidate card if this gene enters top rankings.	
id_map_master	MMAA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MMAA	Review before final candidate card if this gene enters top rankings.	
id_map_master	MMP20	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MMP20	Review before final candidate card if this gene enters top rankings.	
id_map_master	MMP21	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MMP21	Review before final candidate card if this gene enters top rankings.	
id_map_master	MMP25	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MMP25	Review before final candidate card if this gene enters top rankings.	
id_map_master	MOCS2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MOCS2	Review before final candidate card if this gene enters top rankings.	
id_map_master	MPP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MPP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	MPP7	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MPP7	Review before final candidate card if this gene enters top rankings.	
id_map_master	MR1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MR1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPL15	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPL15	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPL2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPL2	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPL27	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPL27	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPL28	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPL28	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPL32	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPL32	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPS28	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPS28	Review before final candidate card if this gene enters top rankings.	
id_map_master	MRPS35	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MRPS35	Review before final candidate card if this gene enters top rankings.	
id_map_master	MS4A13	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MS4A13	Review before final candidate card if this gene enters top rankings.	
id_map_master	MST1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MST1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MT-ND4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MT-ND4	Review before final candidate card if this gene enters top rankings.	
id_map_master	MT1M	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MT1M	Review before final candidate card if this gene enters top rankings.	
id_map_master	MTCP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MTCP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MTF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MTF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	MTMR8	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MTMR8	Review before final candidate card if this gene enters top rankings.	
id_map_master	MUC3B	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	MUC3B	Review before final candidate card if this gene enters top rankings.	Mucin genes need careful alias and repeat-region interpretation.
id_map_master	MUC8	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	MUC8	Review before final candidate card if this gene enters top rankings.	Mucin genes need careful alias and repeat-region interpretation.
id_map_master	MYO18A	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MYO18A	Review before final candidate card if this gene enters top rankings.	
id_map_master	MYO1C	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MYO1C	Review before final candidate card if this gene enters top rankings.	
id_map_master	MYT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	MYT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NACA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NACA	Review before final candidate card if this gene enters top rankings.	
id_map_master	NAF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NAF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NAPA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NAPA	Review before final candidate card if this gene enters top rankings.	
id_map_master	NARF	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NARF	Review before final candidate card if this gene enters top rankings.	
id_map_master	NAT1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NAT1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NAT2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NAT2	Review before final candidate card if this gene enters top rankings.	
id_map_master	NEK8	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NEK8	Review before final candidate card if this gene enters top rankings.	
id_map_master	NET1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NET1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NEURL3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NEURL3	Review before final candidate card if this gene enters top rankings.	
id_map_master	NMB	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NMB	Review before final candidate card if this gene enters top rankings.	
id_map_master	NOS1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NOS1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NOS2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NOS2	Review before final candidate card if this gene enters top rankings.	
id_map_master	NOS3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NOS3	Review before final candidate card if this gene enters top rankings.	
id_map_master	NRF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NRF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NRP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NRP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NRP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NRP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	NRXN1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NRXN1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NRXN2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NRXN2	Review before final candidate card if this gene enters top rankings.	
id_map_master	NRXN3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NRXN3	Review before final candidate card if this gene enters top rankings.	
id_map_master	NSL1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NSL1	Review before final candidate card if this gene enters top rankings.	
id_map_master	NUDT10	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	NUDT10	Review before final candidate card if this gene enters top rankings.	
id_map_master	ORC1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ORC1	Review before final candidate card if this gene enters top rankings.	
id_map_master	ORC2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	ORC2	Review before final candidate card if this gene enters top rankings.	
id_map_master	OSR1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	OSR1	Review before final candidate card if this gene enters top rankings.	
id_map_master	OXR1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	OXR1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PAF1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PAF1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PAK1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PAK1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PAK5	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PAK5	Review before final candidate card if this gene enters top rankings.	
id_map_master	PAM	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PAM	Review before final candidate card if this gene enters top rankings.	
id_map_master	PAN2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PAN2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PASK	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PASK	Review before final candidate card if this gene enters top rankings.	
id_map_master	PCDHA@	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	PCDHA@	Review before final candidate card if this gene enters top rankings.	
id_map_master	PCDHB@	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	PCDHB@	Review before final candidate card if this gene enters top rankings.	
id_map_master	PCDHG@	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id|missing_reviewed_uniprot_accession	warning	PCDHG@	Review before final candidate card if this gene enters top rankings.	
id_map_master	PCM1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PCM1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PCP2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PCP2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PDF	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PDF	Review before final candidate card if this gene enters top rankings.	
id_map_master	PDK1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PDK1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PDP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PDP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PDX1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PDX1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PGBD3	HGNC approved protein-coding gene	missing_hgnc_ensembl_gene_id	warning	PGBD3	Review before final candidate card if this gene enters top rankings.	
id_map_master	PIDD1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PIDD1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PKD1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PKD1	Review before final candidate card if this gene enters top rankings.	
id_map_master	PKD2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PKD2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PLAC8	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PLAC8	Review before final candidate card if this gene enters top rankings.	
id_map_master	PMP22	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PMP22	Review before final candidate card if this gene enters top rankings.	
id_map_master	PNMT	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PNMT	Review before final candidate card if this gene enters top rankings.	
id_map_master	PNP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PNP	Review before final candidate card if this gene enters top rankings.	
id_map_master	POLD4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POLD4	Review before final candidate card if this gene enters top rankings.	
id_map_master	POLH	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POLH	Review before final candidate card if this gene enters top rankings.	
id_map_master	POLR1D	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POLR1D	Review before final candidate card if this gene enters top rankings.	
id_map_master	POLR1E	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POLR1E	Review before final candidate card if this gene enters top rankings.	
id_map_master	POLR2M	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POLR2M	Review before final candidate card if this gene enters top rankings.	
id_map_master	POP1	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POP1	Review before final candidate card if this gene enters top rankings.	
id_map_master	POP4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	POP4	Review before final candidate card if this gene enters top rankings.	
id_map_master	PPM1E	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PPM1E	Review before final candidate card if this gene enters top rankings.	
id_map_master	PPOX	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PPOX	Review before final candidate card if this gene enters top rankings.	
id_map_master	PREP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PREP	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRG2	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRG2	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRG3	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRG3	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRG4	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRG4	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRKACA	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRKACA	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRKCH	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRKCH	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRL	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRL	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRMT9	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRMT9	Review before final candidate card if this gene enters top rankings.	
id_map_master	PRNP	HGNC approved protein-coding gene	multiple_uniprot_accessions_registered	warning	PRNP	Review before final candidate card if this gene enters top rankings.	
